,TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
0,20160101,2.4,3.1,5.7,-0.4,83.9,3.0,0.0,6.1000000000000005
1,20160101,1.7,2.2,6.5,-4.2,62.5,8.2,0.0,10.7
2,20160101,2.4,6.4,11.3,3.8,64.3,5.0,0.0,7.500000000000001
3,20160101,0.7,-1.1,2.8,-5.5,87.1,1.5,0.0,8.3
4,20160101,1.3,3.2,8.6,-1.1,74.9,2.7,0.0,9.7
5,20160101,1.4,2.0,9.3,-3.9,79.3,7.5,0.0,13.2
6,20160101,3.6,3.5,8.2,-2.1,47.6,7.7,0.0,10.3
7,20160102,1.8,4.5,8.2,-0.2,76.5,0.5,0.0,8.399999999999999
8,20160102,3.4,7.8,10.5,5.5,56.1,7.2,0.0,5.0
9,20160102,3.0,8.0,12.7,3.3,83.4,4.5,0.0,9.4
10,20160102,1.9,6.9,12.9,0.6,82.9,2.9,0.0,12.3
11,20160102,2.9,4.9,7.8,2.1,71.5,3.2,0.0,5.699999999999999
12,20160102,1.2,7.0,13.4,0.3,84.8,1.2,0.0,13.1
13,20160102,0.2,5.1,13.7,-1.8,86.8,1.3,0.0,15.5
14,20160102,0.6,2.1,10.3,-3.3,83.9,4.2,0.0,13.6
15,20160103,0.6,4.1,8.0,1.3,86.4,0.0,0.0,6.7
16,20160103,0.6,4.2,11.2,-0.4,82.9,6.5,0.0,11.6
17,20160103,1.5,8.4,14.0,5.4,81.1,7.3,0.0,8.6
18,20160103,4.0,7.3,13.2,4.4,82.9,8.8,0.0,8.799999999999999
19,20160103,1.2,3.4,10.3,-1.5,64.5,6.9,0.0,11.8
20,20160103,1.1,4.3,15.5,-1.2,75.6,7.7,0.0,16.7
21,20160103,0.5,2.8,16.4,-1.8,85.4,4.8,0.0,18.2
22,20160103,1.8,4.5,16.3,-2.3,74.6,7.9,0.0,18.6
23,20160104,1.7,1.4,6.7,-2.4,61.0,7.5,0.0,9.1
24,20160104,1.9,2.8,6.7,-3.2,73.6,8.3,0.0,9.9
25,20160104,1.1,7.5,12.3,3.1,55.1,7.9,0.0,9.2
26,20160104,2.2,11.7,12.9,10.9,66.3,2.3,0.0,2.0
27,20160104,2.5,2.8,7.5,-4.5,54.8,7.5,0.0,12.0
28,20160104,3.2,5.1,8.0,0.3,69.8,7.9,0.0,7.7
29,20160104,2.1,9.4,15.1,5.9,53.5,8.7,0.0,9.2
30,20160104,0.8,3.3,13.9,-2.1,69.4,8.1,0.0,16.0
31,20160105,2.0,1.8,7.1,-1.9,25.9,7.3,0.0,9.0
32,20160105,1.5,-0.6,2.7,-2.3,32.0,5.3,0.0,5.0
33,20160105,3.1,5.3,8.1,3.2,40.9,0.0,0.2,4.9
34,20160105,2.5,7.5,10.2,5.7,73.9,0.0,4.7,4.499999999999999
35,20160105,2.3,-0.9,2.5,-4.5,47.4,5.2,0.0,7.0
36,20160105,1.3,-0.1,5.0,-3.5,52.9,2.5,0.0,8.5
37,20160105,1.6,-2.3,4.8,-6.3,40.3,4.1,0.0,11.1
38,20160105,1.1,2.7,7.3,-0.6,31.5,1.3,0.0,7.899999999999999
39,20160106,2.8,4.1,9.4,-0.5,27.4,8.0,0.0,9.9
40,20160106,3.9,-0.9,3.1,-6.3,52.8,6.8,0.0,9.4
41,20160106,3.4,2.7,7.0,-2.4,64.4,5.8,0.0,9.4
42,20160106,0.6,1.8,8.8,-5.1,52.8,8.6,0.0,13.9
43,20160106,0.4,-0.4,5.1,-6.3,71.6,0.3,0.0,11.4
44,20160106,1.8,4.8,9.2,0.0,34.6,7.9,0.0,9.2
45,20160106,2.8,-0.5,3.5,-5.1,44.0,7.8,0.0,8.6
46,20160106,1.0,3.9,7.9,-0.5,43.9,7.8,0.0,8.4
47,20160107,3.5,-2.1,1.4,-3.7,61.6,8.9,0.0,5.1
48,20160107,3.1,0.5,3.7,-2.0,45.6,7.1,0.0,5.7
49,20160107,7.1,3.3,5.0,2.3,60.9,0.7,0.0,2.7
50,20160107,1.7,-2.8,2.4,-7.5,55.5,8.8,0.0,9.9
51,20160107,1.2,1.5,3.2,0.3,67.3,2.7,0.0,2.9000000000000004
52,20160107,3.2,3.3,6.4,1.4,63.9,2.3,0.0,5.0
